,Scientific Name,Class,Order,Family,Trend,Status,Life Span (years),Length (cm),Weight (kg),Is Social,Is Nocturnal,Diet,Mating Behavior,Incubation Period (days),Baby Carrying,Independent Age (days),Africa,Antarctica,Asia,Europe,Oceania,South America,Central America,North America,Cold,Dry/Desert,Polar/Tundra,Temperate,Tropical
1166,Antigone vipio,aves,gruiformes,gruidae,0,1,45,118.5,5,1,0,0,0,30,2,72.5,0,0,1,0,0,0,0,0,1,1,0,1,0
1167,Spheniscus mendiculus,aves,sphenisciformes,spheniscidae,0,1,17.5,82.5,3,1,0,1,0,39,1.5,135,0,0,0,0,0,0,0,0,0,0,0,0,1
1168,Anhinga anhinga,aves,suliformes,anhingidae,0,0,12,85,1,0,0,1,0,27.5,3.5,42,0,0,0,0,0,0,0,0,0,1,0,1,1
1169,Branta canadensis,aves,anseriformes,anatidae,2,0,19,92.5,4,1,0,2,0,28,5.5,365,0,0,1,1,1,0,0,0,1,0,1,1,0
1170,Calyptorhynchus latirostris,aves,psittaciformes,cacatuidae,0,1,45,55.5,0.655,1,0,2,0,28,1.5,137.5441176,0,0,0,0,1,0,0,0,0,0,0,1,0
1171,Gymnogyps californianus,aves,accipitriformes,cathartidae,2,1,50,124.5,10.5,1,0,1,0,57.5,1,180,0,0,0,0,0,0,0,0,0,1,0,1,0
1172,Cereopsis novaehollandiae,aves,anseriformes,anatidae,1,0,17,87.5,5,1,0,2,0,35.5,4.5,73,0,0,0,0,1,0,0,0,0,0,0,1,0
1173,Harpia harpyja,aves,accipitriformes,accipitridae,0,0,30,96.5,6.5,1,0,1,0,56,2,420,0,0,0,0,0,0,0,0,0,0,0,0,1
1174,Pelecanus crispus,aves,pelecaniformes,pelecanidae,0,1,42,171.5,11,1,0,1,0,31,3,75,1,0,1,1,0,0,0,0,1,1,0,1,0
1175,Egretta caerulea,aves,pelecaniformes,ardeidae,0,0,14,68.5,0.354,1,0,1,0,23,4,45.5,1,0,0,1,0,0,0,0,0,0,0,1,1
1176,Pithecophaga jefferyi,aves,accipitriformes,accipitridae,0,1,45,94,6,0,0,1,0,63,1,600,0,0,1,0,0,0,0,0,0,0,0,0,1
1177,Otis tarda,aves,otidiformes,otididae,0,1,28,102.5,10.5,1,0,0,1,27.5,2.5,300,1,0,1,1,0,0,0,0,1,1,0,1,0
1178,Phoenicoparrus jamesi,aves,phoenicopteriformes,phoenicopteridae,1,0,25,121.0318859,2,1,0,2,0,29,1,90,0,0,0,0,0,0,0,0,0,1,1,0,0
1179,Malurus splendens,aves,passeriformes,maluridae,1,0,5.5,14,0.009,1,0,0,1,14.5,3,11.5,0,0,0,0,1,0,0,0,0,0,0,0,1
1180,Larosterna inca,aves,charadriiformes,laridae,0,0,17,40.5,0.195,1,0,1,0,24.5,2,60,0,0,0,0,0,0,0,0,0,0,0,1,1
1181,Hymenolaimus malacorhynchos,aves,anseriformes,anatidae,0,1,9,52.5,0.835,1,0,0,0,34,5.5,75,0,0,0,0,1,0,0,0,0,0,0,1,0
1182,Pygoscelis papua,aves,sphenisciformes,spheniscidae,1,0,17.5,82.5,6,1,0,1,0,35,2,90,1,1,0,0,1,0,0,0,0,0,1,0,0
1183,Amazona auropalliata,aves,psittaciformes,psittacidae,0,1,50,36,0.58,1,0,2,0,27,3.5,70,0,0,0,0,0,0,0,0,0,0,0,0,1
1184,Asarcornis scutulata,aves,anseriformes,anatidae,0,1,12.5,73.5,3,1,0,0,0,33,16,98,0,0,1,0,0,0,0,0,0,0,0,0,1
1185,Nycticorax nycticorax,aves,pelecaniformes,ardeidae,0,0,25,60.5,0.8,1,1,1,0,21.5,4,45.5,1,1,1,1,1,0,0,0,1,1,0,1,1
1186,Poecile atricapillus,aves,passeriformes,paridae,2,0,7,13.5,0.0115,1,0,0,0,12.5,7,38.5,0,0,0,0,0,0,0,0,1,0,1,0,0
1187,Todiramphus chloris,aves,coraciiformes,alcedinidae,0,0,11,25.5,0.0705,0,0,1,0,18,5,28,1,0,1,0,1,0,0,0,0,1,0,0,1
1188,Phalacrocorax harrisi,aves,suliformes,phalacrocoracidae,1,1,13,94.5,3.5,1,0,1,0,35,2.5,180,0,0,0,0,0,0,0,0,0,1,0,0,0
1189,Erythrura gouldiae,aves,passeriformes,estrildidae,1,0,7,132.5,0.014,1,0,2,0,13,6,40,0,0,0,0,1,0,0,0,0,0,0,0,1
1190,Eudyptes chrysolophus,aves,sphenisciformes,spheniscidae,0,1,17.5,82.5,4.5,1,0,1,0,34,2,70,1,1,0,0,0,0,0,0,1,0,0,1,0
1191,Struthio camelus,aves,struthioniformes,struthionidae,0,0,45,121.0318859,104,1,0,2,1,42,6.5,540,1,0,0,0,1,0,0,0,0,1,0,1,1
1192,Regulus regulus,aves,passeriformes,regulidae,0,0,5,8.5,0.0055,1,0,3,0,16,10.5,19.5,1,0,1,1,0,0,0,0,1,0,0,1,0
1193,Grus americana,aves,gruiformes,gruidae,2,1,31,75.15384615,6.5,1,0,0,0,29.5,2,85,0,0,0,0,0,0,0,0,1,0,0,0,0
1194,Egretta novaehollandiae,aves,pelecaniformes,ardeidae,1,0,17.5,62,0.525,0,0,1,0,24.5,3,40,0,0,1,0,1,0,0,0,0,1,0,1,1
1195,Grus carunculata,aves,gruiformes,gruidae,0,1,25,120,7.5,1,0,0,0,34.5,1.5,105,1,0,0,0,0,0,0,0,0,0,0,1,1
1196,Fulica americana,aves,gruiformes,rallidae,0,0,15.5,38.5,0.6375,1,0,0,0,23,9,60,0,0,0,1,0,0,0,0,1,1,0,1,1
1197,Cacatua goffiniana,aves,psittaciformes,cacatuidae,0,0,37.5,31,0.275,1,0,0,0,28,2.5,66.5,0,0,1,0,0,0,0,0,0,0,0,0,1
1198,Egretta tricolor,aves,pelecaniformes,ardeidae,1,0,17,66,0.3745,0,0,1,0,21,3.5,35,0,0,0,1,0,0,0,0,0,0,0,0,1
1199,Chen caerulescens,aves,anseriformes,anatidae,2,0,20,98.03658537,2,1,0,2,0,24,4,47,0,0,1,1,1,0,0,0,1,1,1,1,1
1200,Buteo regalis,aves,accipitriformes,accipitridae,2,0,20,58,1.505,0,0,1,0,35,4,45,0,0,0,0,0,0,0,0,1,1,0,1,0
1201,Branta sandvicensis,aves,anseriformes,anatidae,2,1,22,61,2,1,0,2,0,30,3.5,365,0,0,0,0,0,0,0,0,0,0,0,0,1
1202,Grus rubicunda,aves,gruiformes,gruidae,0,0,33,75.15384615,5.5,0,0,0,0,29,2,525,0,0,1,0,1,0,0,0,0,1,0,1,1
1203,Chordeiles minor,aves,caprimulgiformes,caprimulgidae,0,0,4.5,23.5,0.0765,0,0,0,0,19,2,47.5,1,0,0,1,0,0,0,0,1,1,0,1,1
1204,Ptilinopus jambu,aves,columbiformes,columbidae,0,0,8,25,0.042,1,0,2,0,17.5,1,63,0,0,1,0,0,0,0,0,0,0,0,0,1
1205,Calamospiza melanocorys,aves,passeriformes,emberizidae,0,0,4,16,0.0405,1,0,3,0,10.5,4.5,8.5,0,0,0,0,0,0,0,0,1,1,0,0,0
1206,Burhinus grallarius,aves,charadriiformes,burhinidae,0,0,25,34.78378378,0.6475,1,1,1,0,28,2,180,0,0,1,0,1,0,0,0,0,1,0,1,1
1207,Spheniscus magellanicus,aves,sphenisciformes,spheniscidae,0,0,25,82.5,4,1,0,1,0,40.5,2.5,65,0,0,0,0,0,0,0,0,0,0,1,1,0
1208,Cygnus melancoryphus,aves,anseriformes,anatidae,1,0,25,113,4.5,1,0,2,0,35,5,330,0,1,0,0,0,0,0,0,0,1,0,1,0
1209,Cathartes aura,aves,accipitriformes,cathartidae,1,0,16,71.5,1,1,0,1,0,35,2,85,0,1,0,0,0,0,0,0,1,1,1,1,1
1210,Aptenodytes patagonicus,aves,sphenisciformes,spheniscidae,2,0,17.5,82.5,13.5,1,0,1,0,55,1,450,1,1,0,0,0,0,0,0,1,0,1,0,0
1211,Bubo bubo,aves,strigiformes,strigidae,0,0,40,65.5,2.5,0,1,1,0,33.5,2.5,83.69047619,0,0,1,1,0,0,0,0,1,0,1,1,0
1212,Plectrophenax nivalis,aves,passeriformes,calcariidae,0,0,8,15,0.035,1,0,0,0,13,5,13.5,1,0,1,1,0,0,0,0,1,1,1,1,0
1213,Botaurus lentiginosus,aves,pelecaniformes,ardeidae,0,0,8,71.5,0.1855,0,0,1,1,26,4.5,28,0,0,0,1,0,0,0,0,1,1,0,1,0
1214,Eudyptes sclateri,aves,sphenisciformes,spheniscidae,0,1,17.5,82.5,4,1,0,1,0,35,2,75,0,0,0,0,1,0,0,0,1,0,0,1,0
1215,Cygnus columbianus,aves,anseriformes,anatidae,1,0,25,132.5,6,1,0,2,0,32,4,730,1,0,1,1,0,0,0,0,1,0,1,1,0
1216,Amazona leucocephala,aves,psittaciformes,psittacidae,0,0,55,30.5,0.2805,1,0,2,0,27,3,58,0,0,0,0,0,0,0,0,0,0,0,0,1
1217,Pygoscelis adeliae,aves,sphenisciformes,spheniscidae,2,0,15,82.5,4.5,1,0,1,0,36,2,56,0,1,0,0,0,0,0,0,0,0,1,0,0
1218,Loxia curvirostra,aves,passeriformes,fringillidae,1,0,8,15,0.0365,1,0,2,0,14,3.5,50,1,0,1,1,0,0,0,0,1,1,0,1,0
1219,Aquila audax,aves,accipitriformes,accipitridae,2,0,30,93.5,3.5,1,0,1,0,45,2,180,0,0,1,0,1,0,0,0,0,0,0,1,1
1220,Spheniscus humboldti,aves,sphenisciformes,spheniscidae,1,1,22.5,82.5,3.5,1,0,1,0,40,1.5,80,0,0,0,0,0,0,0,0,0,0,0,1,1
1221,Megadyptes antipodes,aves,sphenisciformes,spheniscidae,0,1,22,82.5,6.5,1,0,1,0,45,2,98,0,0,0,0,1,0,0,0,0,0,0,1,0
1222,Dolichonyx oryzivorus,aves,passeriformes,icteridae,0,0,6.5,18,0.0425,1,0,0,1,11.5,5,16,0,0,0,1,0,0,0,0,1,1,0,1,1
1223,Ciconia episcopus,aves,ciconiiformes,ciconiidae,0,1,20,107.5,1,0,1,1,0,30.5,3,150,0,0,1,0,0,0,0,0,0,1,1,1,1
1224,Pelecanus occidentalis,aves,pelecaniformes,pelecanidae,2,0,29,121.5,3.5,1,0,1,0,29,2.5,69.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1225,Nyctanassa violacea,aves,pelecaniformes,ardeidae,1,0,6,62.5,0.725,1,1,1,0,23,3,25,0,0,0,0,0,0,0,0,0,0,0,1,1
1226,Sterna hirundo,aves,charadriiformes,laridae,1,0,19,33,0.1255,1,0,1,0,23,2.5,25,1,1,1,1,1,0,0,0,1,1,0,1,1
1227,Callipepla gambelii,aves,galliformes,odontophoridae,1,0,1.5,28,0.175,1,0,2,0,22,12,80.78571429,0,0,0,0,0,0,0,0,0,1,0,0,0
1228,Xanthocephalus xanthocephalus,aves,passeriformes,icteridae,2,0,10.5,23.5,0.072,1,0,3,1,12,4,10.5,0,0,0,1,0,0,0,0,1,1,0,1,0
1229,Coccyzus americanus,aves,cuculiformes,cuculidae,0,0,5,28,0.06,0,0,0,0,10,3,21,1,0,0,1,1,0,0,0,0,0,0,1,1
1230,Lophophorus impejanus,aves,galliformes,phasianidae,0,0,11,70,2.265,1,0,0,0,27,4,180,0,0,1,0,0,0,0,0,0,0,0,1,0
1231,Thalassarche melanophris,aves,procellariiformes,diomedeidae,0,0,51,87.5,3,0,0,1,0,71,1,120,1,1,0,1,1,0,0,0,1,0,0,1,0
1232,Eudyptes robustus,aves,sphenisciformes,spheniscidae,1,1,17.5,82.5,3,1,0,1,0,34,2,77,0,0,0,0,1,0,0,0,0,0,0,1,0
1233,Onychoprion fuscatus,aves,charadriiformes,laridae,1,0,32,34.5,0.195,1,1,1,0,29,1,60,1,1,1,0,1,0,0,0,0,0,0,1,1
1234,Buceros bicornis,aves,bucerotiformes,bucerotidae,0,1,40,112.5,3,1,0,2,0,39,1.5,84,0,0,1,0,0,0,0,0,0,0,0,0,1
1235,Eudyptes schlegeli,aves,sphenisciformes,spheniscidae,1,0,17.5,82.5,5.5,1,0,1,0,32.5,2,65,0,0,0,0,1,0,0,0,1,0,0,0,0
1236,Amaurornis flavirostra,aves,gruiformes,rallidae,1,0,26.6875,21,0.0935,0,0,0,0,16,3,38.5,1,0,0,1,0,0,0,0,0,1,0,1,1
1237,Stephanoaetus coronatus,aves,accipitriformes,accipitridae,0,0,14,89.5,3,1,0,1,0,49,1.5,420,1,0,0,0,0,0,0,0,0,0,0,0,1
1238,Haliaeetus vocifer,aves,accipitriformes,accipitridae,1,0,26,69,2.5,1,0,1,0,43.5,2,150,1,0,0,0,0,0,0,0,0,0,0,1,1
1239,Pygoscelis antarcticus,aves,sphenisciformes,spheniscidae,0,0,17.5,82.5,4.5,1,1,1,0,37,2,56,0,1,0,0,0,0,0,0,1,0,1,0,0
1240,Falco peregrinus,aves,falconiformes,falconidae,1,0,22,46,0.1655,0,0,1,0,31,4,60,1,0,1,1,1,0,0,0,1,1,1,1,1
1241,Anas platyrhynchos,aves,anseriformes,anatidae,2,0,11.5,57.5,0.5,1,0,0,0,27,11,51,1,1,1,1,1,0,0,0,1,1,1,1,0
1242,Eudyptes pachyrhynchus,aves,sphenisciformes,spheniscidae,0,1,17.5,82.5,4.5,0,1,1,0,33,2,75,0,0,0,0,1,0,0,0,0,0,0,1,0
1243,Phoebastria irrorata,aves,procellariiformes,diomedeidae,0,1,42.5,85,3,1,1,1,0,60,1,166,0,0,0,0,0,0,0,0,1,1,0,1,1
1244,Certhia americana,aves,passeriformes,certhiidae,1,0,4,13,0.0075,0,0,0,0,15,5,31,0,0,0,0,0,0,0,0,1,1,1,1,1
1245,Calyptomena viridis,aves,passeriformes,eurylaimidae,0,0,12.5,23.57653061,0.058,1,0,2,0,13.99456522,2.5,22.5,0,0,1,0,0,0,0,0,0,0,0,0,1
1246,Haliaeetus albicilla,aves,accipitriformes,accipitridae,2,0,34.5,80,5,1,0,1,0,40,2,120,0,0,1,1,0,0,0,0,1,0,1,1,0
1247,Milvus migrans,aves,accipitriformes,accipitridae,1,0,26,57.5,0.785,1,0,1,0,32,2.5,141.2777778,1,0,1,1,1,0,0,0,0,0,0,1,1
1248,Sternula antillarum,aves,charadriiformes,laridae,0,0,17.5,23,0.0455,1,0,1,0,21,2,90,0,0,0,0,0,0,0,0,0,0,0,1,1
1249,Thalasseus maximus,aves,charadriiformes,laridae,1,0,17,47.5,0.4,1,0,1,0,28,1,195,1,0,0,0,0,0,0,0,0,0,0,1,1
1250,Polemaetus bellicosus,aves,accipitriformes,accipitridae,0,1,19.5,87,4.5,0,0,1,0,49,1,360,1,0,0,0,0,0,0,0,0,0,0,0,1
1251,Columbina inca,aves,columbiformes,columbidae,2,0,4.5,19.5,0.044,1,0,2,0,13,2,14,0,0,0,0,0,0,0,0,0,1,0,1,1
1252,Bubo scandiacus,aves,strigiformes,strigidae,0,1,19,61.5,2,0,0,1,0,35,7,73.5,0,0,1,1,0,0,0,0,0,0,1,1,0
1253,Spinus pinus,aves,passeriformes,fringillidae,1,0,3,12.5,0.015,0,0,0,0,13,3.5,15,0,0,0,0,0,0,0,0,1,1,1,1,1
1254,Haliaeetus leucogaster,aves,accipitriformes,accipitridae,0,0,30,78,2.5,1,0,1,0,42,2,180,0,0,1,0,1,0,0,0,0,0,0,1,1
1255,Numenius americanus,aves,charadriiformes,scolopacidae,0,0,10,57.5,0.72,0,0,1,0,28.5,4,56,0,0,0,0,0,0,0,0,1,1,0,1,1
1256,Recurvirostra americana,aves,charadriiformes,recurvirostridae,1,0,12,45,0.3125,1,0,0,0,23,3.5,31.5,0,0,0,0,0,0,0,0,0,1,0,1,1
1257,Phoebastria immutabilis,aves,procellariiformes,diomedeidae,1,0,31.5,81,2.5,1,1,1,0,65,1,165,0,0,1,0,1,0,0,0,1,1,0,1,1
1258,Agelaius phoeniceus,aves,passeriformes,icteridae,0,0,9,20,0.0545,1,0,0,1,12,5,49,0,0,0,0,0,0,0,0,1,1,1,1,1
1259,Ixobrychus exilis,aves,pelecaniformes,ardeidae,1,0,10,32,0.0765,0,0,1,0,19.5,3.5,25,1,0,0,1,0,0,0,0,0,1,0,1,1
1260,Carduelis carduelis,aves,passeriformes,fringillidae,0,0,10,12.5,0.0165,1,0,2,0,13.99456522,5,23.5,1,0,1,1,0,0,0,0,0,0,0,1,1
1261,Anser cygnoides,aves,anseriformes,anatidae,0,1,10,87.5,2.5,1,0,2,0,28,6.5,73.5,0,0,1,0,0,0,0,0,0,0,0,1,0
1262,Sterna dougallii,aves,charadriiformes,laridae,1,0,16.5,34.5,0.115,1,0,1,0,23.5,1.5,90,1,0,1,1,1,0,0,0,0,0,0,1,1
1263,Bubo africanus,aves,strigiformes,strigidae,1,0,15,45,0.6805,0,1,1,0,32,3,84,1,0,1,0,0,0,0,0,0,1,0,0,1
1264,Haliastur indus,aves,accipitriformes,accipitridae,0,0,30,48,0.495,1,0,1,0,26.5,2,105,0,0,1,0,1,0,0,0,0,0,0,0,1
1265,Anas superciliosa,aves,anseriformes,anatidae,1,0,2,57.5,2.245963415,1,1,0,0,28,10,53,0,0,1,0,1,0,0,0,0,0,0,0,1
1266,Phoebastria albatrus,aves,procellariiformes,diomedeidae,2,1,32.5,89,6,1,1,1,0,65,1,150,0,0,1,0,1,0,0,0,1,0,0,1,0
1267,Falco cherrug,aves,falconiformes,falconidae,0,1,17.5,51,0.3655,0,0,1,0,34,4.5,87.5,1,0,1,1,0,0,0,0,0,0,0,1,1
1268,Falco tinnunculus,aves,falconiformes,falconidae,0,0,16.5,35.5,0.225,0,0,1,0,28,5,74.3,1,0,1,1,0,0,0,0,1,0,0,1,1
1269,Chen canagica,aves,anseriformes,anatidae,0,0,9,77.5,2.5,1,0,2,0,24.5,4.5,55,0,0,1,0,0,0,0,0,0,0,1,0,0
1270,Corvus brachyrhynchos,aves,passeriformes,corvidae,2,0,7.5,46.5,0.468,1,0,0,0,18,4.5,35,0,0,0,0,0,0,0,0,1,1,0,1,0
1271,Threskiornis molucca,aves,pelecaniformes,threskiornithidae,1,0,28,70,1.5,1,0,1,0,22,2.5,48,0,0,1,0,1,0,0,0,0,0,0,1,1
1272,Luscinia megarhynchos,aves,passeriformes,muscicapidae,1,0,4.5,15.5,0.0205,0,0,0,0,13.5,4.5,33.5,1,0,1,1,0,0,0,0,0,0,0,1,1
1273,Molothrus ater,aves,passeriformes,icteridae,0,0,16,19,0.044,1,0,2,0,11,40,27,0,0,0,1,0,0,0,0,1,1,0,1,1
1274,Mellisuga helenae,aves,apodiformes,trochilidae,0,0,8.5,5.5,0.0015,0,0,2,1,21.5,2,28,0,0,0,0,0,0,0,0,0,0,0,0,1
1275,Chlidonias niger,aves,charadriiformes,laridae,0,0,17,25.5,0.067,1,0,1,0,21,2.5,23,1,0,1,1,0,0,0,0,1,1,0,1,1
1276,Colinus virginianus,aves,galliformes,odontophoridae,0,0,3.5,26,0.151,1,0,2,0,24.5,13,14,0,0,1,1,0,0,0,0,1,1,0,1,1
1277,Centrocercus minimus,aves,galliformes,phasianidae,0,1,5,41.5,0.496,1,0,0,1,26,7,77,0,0,0,0,0,0,0,0,0,1,0,1,0
1278,Falco rusticolus,aves,falconiformes,falconidae,1,0,20,56.5,0.4035,0,0,1,0,35,3,105,0,0,1,1,0,0,0,0,1,0,1,0,0
1279,Podargus strigoides,aves,caprimulgiformes,podargidae,1,0,12,43.5,0.425,1,1,1,0,30,2,30,0,0,0,0,1,0,0,0,0,0,0,1,1
1280,Egretta garzetta,aves,pelecaniformes,ardeidae,2,0,21.48,60,0.45,1,0,1,0,23,4,42.5,1,0,1,1,1,0,0,0,0,0,0,1,1
1281,Gallus gallus,aves,galliformes,phasianidae,0,0,20,58.5,0.243,1,0,0,1,21,5,84,0,0,1,0,0,0,0,0,0,0,0,0,1
1282,Acridotheres tristis,aves,passeriformes,sturnidae,2,0,8,23,0.1235,1,0,0,0,17.5,5,42,1,0,1,0,1,0,0,0,0,0,0,1,1
1283,Limosa lapponica,aves,charadriiformes,scolopacidae,0,0,30,39,0.41,1,0,1,0,21,3,30,1,0,1,1,1,0,0,0,1,0,1,1,1
1284,Malurus cyaneus,aves,passeriformes,maluridae,1,0,5.5,23.57653061,0.0105,1,0,0,1,14,3.5,40,0,0,0,0,1,0,0,0,0,0,0,1,1
1285,Tachybaptus ruficollis,aves,podicipediformes,podicipedidae,0,0,12.5,26,0.183,0,0,0,0,22.5,5.5,64.16666667,1,0,1,1,1,0,0,0,0,0,0,1,1
1286,Centrocercus urophasianus,aves,galliformes,phasianidae,0,0,10,64,2,1,0,2,1,26,8,77,0,0,0,0,0,0,0,0,1,1,0,1,0
1287,Coracias benghalensis,aves,coraciiformes,coraciidae,2,0,17,26.5,0.09,0,0,1,1,18,4,30,0,0,1,0,0,0,0,0,0,0,0,0,1
1288,Gymnorhina tibicen,aves,passeriformes,artamidae,2,0,27.5,40,0.285,1,0,0,0,20,3.5,6,0,0,1,0,1,0,0,0,0,0,0,1,1
1289,Chrysolophus pictus,aves,galliformes,phasianidae,0,0,12.5,88,0.625,0,0,2,0,22.5,8.5,80.78571429,0,0,1,0,0,0,0,0,0,0,0,1,0
1290,Taeniopygia guttata,aves,passeriformes,estrildidae,1,0,8.5,10.5,0.0225,1,0,2,0,17.5,5,43,0,0,1,0,1,0,0,0,0,0,0,0,1
1291,Milvus milvus,aves,accipitriformes,accipitridae,0,0,25,65,0.4005,1,0,1,0,34.5,3,82.5,1,0,1,1,0,0,0,0,0,0,0,1,0
1292,Oreoica gutturalis,aves,passeriformes,oreoicidae,0,0,10.5257732,21,0.063,0,0,0,0,16,2.5,12,0,0,0,0,1,0,0,0,0,1,0,1,0
1293,Phalacrocorax pelagicus,aves,suliformes,phalacrocoracidae,0,0,18,76.5,1.956,0,0,1,0,30,4,50,0,0,1,0,0,0,0,0,1,0,1,1,0
1294,Podiceps cristatus,aves,podicipediformes,podicipedidae,1,0,12.5,48.5,0.5,0,0,0,0,28,2,94.5,1,0,1,1,1,0,0,0,0,0,0,1,1
1295,Falco biarmicus,aves,falconiformes,falconidae,2,0,16,46.5,0.7,1,0,1,0,28,3.5,90,1,0,1,1,0,0,0,0,0,1,0,1,1
1296,Opisthocomus hoazin,aves,opisthocomiformes,opisthocomidae,0,0,22.5,63.5,0.8,1,0,2,0,32,2.5,60,0,0,0,0,0,0,0,0,0,0,0,0,1
1297,Pavo cristatus,aves,galliformes,phasianidae,1,0,19,105,4,1,0,0,1,28,6,56,0,0,1,0,0,0,0,0,0,0,0,0,1
1298,Anser anser,aves,anseriformes,anatidae,2,0,25,82.5,3,1,0,2,0,28,5,59.5,1,0,1,1,1,0,0,0,0,0,0,1,1
1299,Grallina cyanoleuca,aves,passeriformes,monarchidae,2,0,10,27.5,0.091,1,0,1,0,13.99456522,4,56,0,0,1,0,1,0,0,0,0,0,0,1,1
1300,Fregata magnificens,aves,suliformes,fregatidae,2,0,20,101.5,1,1,0,1,0,55,1,330,0,0,0,0,0,0,0,0,0,0,0,0,1
1301,Buceros rhinoceros,aves,bucerotiformes,bucerotidae,0,1,35,85,0.0025,1,0,0,0,40,1.5,240,0,0,1,0,0,0,0,0,0,0,0,0,1
1302,Colaptes auratus,aves,piciformes,picidae,0,0,9,29.5,0.135,1,0,0,0,14.83333333,7,50.05,0,0,0,0,0,0,0,0,0,0,0,1,1
1303,Pavo muticus,aves,galliformes,phasianidae,0,1,20,200,4,1,0,0,1,27,4.5,80.78571429,0,0,1,0,0,0,0,0,0,0,0,0,1
1304,Cairina moschata,aves,anseriformes,anatidae,0,0,14,75,2.5,1,0,0,1,35,12,65,0,0,0,1,0,0,0,0,0,0,0,0,1
1305,Eudocimus ruber,aves,pelecaniformes,threskiornithidae,0,0,18,59,1,1,0,1,0,21,4,75,0,0,0,0,0,0,0,0,0,0,0,0,1
1306,Psittacus erithacus,aves,psittaciformes,psittacidae,0,1,41.5,30.5,0.445,1,0,2,0,30,4,912.5,1,0,0,0,0,0,0,0,0,0,0,0,1
1307,Corvus coronoides,aves,passeriformes,corvidae,2,0,21,49.5,0.65,1,0,0,0,20,5,4.5,0,0,0,0,1,0,0,0,0,0,0,1,1
1308,Ara glaucogularis,aves,psittaciformes,psittacidae,1,1,65,85,0.4505,1,0,2,0,26,2,365,0,0,0,0,0,0,0,0,0,0,0,0,1
1309,Pheucticus ludovicianus,aves,passeriformes,cardinalidae,0,0,15.5,20,0.05,1,0,0,0,12.5,3,21,0,0,0,0,0,0,0,0,0,0,0,1,1
1310,Accipiter cooperii,aves,accipitriformes,accipitridae,2,0,12,42.5,0.46,0,0,1,0,35,4,56,0,0,0,0,0,0,0,0,0,0,0,1,1
1311,Egretta thula,aves,pelecaniformes,ardeidae,2,0,22,61,0.37,1,0,1,0,24,3.5,22,0,0,0,0,0,0,0,0,0,0,0,1,1
1312,Buteogallus anthracinus,aves,accipitriformes,accipitridae,0,0,13,48,0.9965,1,0,1,0,40,2,108.5,0,0,0,0,0,0,0,0,0,0,0,1,1
1313,Spinus tristis,aves,passeriformes,fringillidae,2,0,7,12.5,0.0155,1,0,2,0,13,5,31.5,0,0,0,0,0,0,0,0,0,0,0,1,0
1314,Bonasa umbellus,aves,galliformes,phasianidae,0,0,4,45,0.6,0,0,0,1,23.5,11.5,11,0,0,0,0,0,0,0,0,1,0,0,1,0
1315,Buteo lineatus,aves,accipitriformes,accipitridae,2,0,22.5,49.5,0.625,0,0,1,0,30.5,3.5,126,0,0,0,0,0,0,0,0,0,0,0,1,0
1316,Dacelo novaeguineae,aves,coraciiformes,alcedinidae,1,0,15.5,40.5,0.395,1,0,1,0,26.5,3,80.5,0,0,0,0,1,0,0,0,0,0,0,1,1
1317,Cyanocitta cristata,aves,passeriformes,corvidae,1,0,16.5,26,0.085,1,0,0,0,17,4.5,45,0,0,0,0,0,0,0,0,0,0,0,1,1
1318,Conuropsis carolinensis,aves,psittaciformes,psittacidae,1,1,35,33,0.28,1,0,2,0,23,3.5,18.5,0,0,0,0,0,0,0,0,0,0,0,1,0
1319,Cyanocitta stelleri,aves,passeriformes,corvidae,2,0,16,32,0.12,1,0,0,0,16,4,42,0,0,0,0,0,0,0,0,0,0,0,1,1
1320,Oriolus oriolus,aves,passeriformes,oriolidae,1,0,10,24.5,0.066,1,0,0,0,16.5,4,18,1,0,1,1,0,0,0,0,0,0,0,1,1
1321,Anser indicus,aves,anseriformes,anatidae,0,0,20,73.5,2,1,0,2,0,29,5.5,72.5,0,0,1,0,0,0,0,0,0,0,0,1,1
1322,Micrathene whitneyi,aves,strigiformes,strigidae,0,0,6.5,13,0.04,0,1,0,0,21,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1323,Anas rubripes,aves,anseriformes,anatidae,0,0,26,56.5,0.3605,1,0,0,0,25.5,10,42,0,0,0,1,0,0,0,0,0,0,0,1,0
1324,Morus bassanus,aves,suliformes,sulidae,2,0,27,93.5,2.5,1,0,1,0,44,1,7,1,0,0,1,0,0,0,0,1,0,0,1,1
1325,Goura victoria,aves,columbiformes,columbidae,0,0,22.5,74,3,1,0,2,0,30,1,91,0,0,1,0,1,0,0,0,0,0,0,0,1
1326,Buteo solitarius,aves,accipitriformes,accipitridae,1,0,17,43,0.523,0,0,1,0,38,2,210,0,0,0,0,0,0,0,0,0,0,0,0,1
1327,Falco mexicanus,aves,falconiformes,falconidae,2,0,14,42,0.76,0,0,1,0,31,4,65,0,0,0,0,0,0,0,0,0,1,0,1,0
1328,Falco rufigularis,aves,falconiformes,falconidae,0,0,15,26.5,0.175,0,0,1,0,38.5,2.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1329,Athene cunicularia,aves,strigiformes,strigidae,0,0,9.5,23.5,0.19,1,0,1,0,24.5,8,90,0,0,0,0,0,0,0,0,0,1,0,1,1
