,Scientific Name,Class,Order,Family,Trend,Status,Life Span (years),Length (cm),Weight (kg),Is Social,Is Nocturnal,Diet,Mating Behavior,Incubation Period (days),Baby Carrying,Independent Age (days),Africa,Antarctica,Asia,Europe,Oceania,South America,Central America,North America,Cold,Dry/Desert,Polar/Tundra,Temperate,Tropical
397,Otospermophilus variegatus,mammalia,rodentia,sciuridae,1,0,2.5,53,0.725,1,0,0,1,30,6,60.89285714,0,0,0,0,0,0,0,0,0,0,0,1,0
398,Prolemur simus,mammalia,primates,lemuridae,0,1,17,42.5,2,1,0,2,1,145.5,1,240,1,0,0,0,0,0,0,0,0,0,0,1,1
399,Ateles geoffroyi,mammalia,primates,atelidae,0,1,33,46.5,7.5,1,0,2,1,210,1,365,0,0,0,0,0,0,0,0,0,0,0,0,1
400,Lepilemur septentrionalis,mammalia,primates,lepilemuridae,0,1,11.5,28,0.75,1,0,2,1,135,1,365,1,0,0,0,0,0,0,0,0,0,0,0,1
401,Hypsiprymnodon moschatus,mammalia,diprotodontia,hypsiprymnodontidae,1,0,4,27.5,0.506,0,0,3,1,19,2,147,0,0,0,0,1,0,0,0,0,0,0,0,1
402,Connochaetes taurinus,mammalia,artiodactyla,bovidae,1,0,22,205,275,1,0,2,1,240,1,270,1,0,0,0,0,0,0,0,0,1,0,1,1
403,Alouatta palliata,mammalia,primates,atelidae,1,0,22.5,578,6,1,0,2,1,180,1,73.5,0,0,0,0,0,0,0,0,0,0,0,0,1
404,Hystrix indica,mammalia,rodentia,hystricidae,1,0,20,80,14.5,0,1,2,0,240,3,112,0,0,1,0,0,0,0,0,0,1,0,1,1
405,Bos frontalis,mammalia,artiodactyla,bovidae,1,1,23.99742268,297.2413793,2872.992228,1,0,2,1,280,1,365.5171233,0,0,1,0,0,0,0,0,0,0,0,0,1
406,Cebuella pygmaea,mammalia,primates,callitrichidae,0,0,14.5,13.5,0.1125,1,0,0,0,120,2,90,0,0,0,0,0,0,0,0,0,0,0,0,1
407,Phoca vitulina,mammalia,carnivora,phocidae,1,0,27.5,100,111.5,0,0,1,1,300,3.127071823,35,0,0,1,1,0,0,0,0,1,0,0,1,0
408,Gazella bennettii,mammalia,artiodactyla,bovidae,0,0,13.5,35,24,0,1,2,1,150,1,210,0,0,1,0,0,0,0,0,0,1,0,0,1
409,Macaca radiata,mammalia,primates,cercopithecidae,0,0,27.5,45,6,1,0,0,1,168,1,365,0,0,1,0,0,0,0,0,0,1,0,0,1
410,Orcaella heinsohni,mammalia,artiodactyla,delphinidae,1,0,24,200,123.5,1,0,1,0,420,1,730,0,0,0,0,1,0,0,0,0,0,0,0,1
411,Microcebus murinus,mammalia,primates,cheirogaleidae,0,0,9,13,0.055,1,1,3,1,60,2,60,1,0,0,0,0,0,0,0,0,1,0,0,1
412,Lobodon carcinophaga,mammalia,carnivora,phocidae,1,0,40,200,220,1,1,1,0,122.66,1,24.5,1,1,0,0,1,0,0,0,1,0,1,0,0
413,Varecia variegata,mammalia,primates,lemuridae,0,1,25.5,110,3.5,1,0,2,0,96,2.5,180,1,0,0,0,0,0,0,0,0,0,0,1,1
414,Propithecus candidus,mammalia,primates,indriidae,0,1,23,51,5.5,1,0,2,1,180,1,497.5637255,1,0,0,0,0,0,0,0,0,0,0,1,1
415,Chlorocebus pygerythrus,mammalia,primates,cercopithecidae,1,0,18,450,5.5,1,0,0,1,165,1,365,1,0,0,0,0,0,0,0,0,1,0,1,1
416,Reithrodontomys raviventris,mammalia,rodentia,cricetidae,0,1,15,15,0.015,0,1,2,1,22.5,4,24,0,0,0,0,0,0,0,0,0,0,0,1,0
417,Ochotona princeps,mammalia,lagomorpha,ochotonidae,0,0,5,189,0.1485,1,0,2,0,30,4,30,0,0,0,0,0,0,0,0,1,1,1,1,0
418,Bos grunniens,mammalia,artiodactyla,bovidae,1,0,25,297.2413793,405,1,0,2,1,263.5,1,365,0,0,1,0,0,0,0,0,1,0,0,1,0
419,Arctocephalus pusillus,mammalia,carnivora,otariidae,2,0,20,175,205,1,0,1,1,360,1,360,1,0,0,0,1,0,0,0,0,0,0,1,0
420,Lepus europaeus,mammalia,lagomorpha,leporidae,0,0,12,67.5,4,0,1,2,1,41.5,4.5,28,0,0,1,1,0,0,0,0,0,0,0,1,0
421,Lagenorhynchus obscurus,mammalia,artiodactyla,delphinidae,1,0,21.5,150,77.5,1,1,1,1,330,1,1095,1,1,0,0,1,0,0,0,1,0,0,1,0
422,Blarina brevicauda,mammalia,eulipotyphla,soricidae,1,0,2,124,0.0225,0,1,1,0,22.5,7,25,0,0,0,0,0,0,0,0,0,0,0,1,0
423,Dasypus novemcinctus,mammalia,cingulata,dasypodidae,1,0,7.5,48,4,0,1,0,1,120,4,60,0,0,0,0,0,0,0,0,0,1,0,1,1
424,Tarsius pumilus,mammalia,primates,tarsiidae,1,1,16,100,0.057,1,1,3,1,178,1,42,0,0,1,0,0,0,0,0,0,0,0,1,1
425,Genus Mirounga,mammalia,carnivora,phocidae,1,0,22,450,2500,1,0,1,1,122.66,1,23.5,1,1,1,0,1,0,0,0,1,0,1,1,0
426,Cercopithecus neglectus,mammalia,primates,cercopithecidae,1,0,26,51.5,5.5,1,0,0,1,165,1,365,1,0,0,0,0,0,0,0,0,0,0,1,1
427,Vulpes corsac,mammalia,carnivora,canidae,1,0,11,55,2,1,1,1,0,56,4,206.2866242,0,0,1,0,0,0,0,0,0,0,0,1,0
428,Pithecia pithecia,mammalia,primates,pitheciidae,1,0,25.5,35.5,1.5,1,0,2,0,158,1,180,0,0,0,0,0,0,0,0,0,0,0,0,1
429,Phocoena phocoena,mammalia,artiodactyla,phocoenidae,1,0,20,100,68.5,1,0,1,1,315,1,570,1,0,1,1,0,0,0,0,1,0,0,0,0
430,Pan troglodytes,mammalia,primates,hominidae,0,1,55,78.5,46,1,0,0,1,240,1,1825,1,0,0,0,0,0,0,0,0,0,0,0,1
431,Tamandua tetradactyla,mammalia,pilosa,myrmecophagidae,1,0,12.5,61,4.5,0,1,3,1,140,1,365,0,0,0,0,0,0,0,0,0,1,0,1,1
432,Cercartetus concinnus,mammalia,diprotodontia,burramyidae,1,0,2,6,0.0145,0,1,0,1,25,5,50,0,0,0,0,1,0,0,0,0,1,0,1,0
433,Zalophus californianus,mammalia,carnivora,otariidae,2,0,23.5,150,225,1,0,1,1,330,1,330,0,0,0,0,0,0,0,0,0,0,0,1,0
434,Perameles nasuta,mammalia,peramelemorphia,peramelidae,1,0,5,51,0.8015,0,1,0,1,12.5,3,60,0,0,0,0,1,0,0,0,0,1,0,1,0
435,Cercopithecus mitis,mammalia,primates,cercopithecidae,0,0,25,57.5,5,1,0,2,1,150,1,180,1,0,0,0,0,0,0,0,0,1,0,1,1
436,Sciurus lis,mammalia,rodentia,sciuridae,1,0,13,190,0.28,0,0,2,1,39.5,4,62,0,0,1,0,0,0,0,0,0,0,0,1,0
437,Hydrictis maculicollis,mammalia,carnivora,mustelidae,0,0,20,66.5,4.5,0,1,1,1,60,2.5,98,1,0,0,0,0,0,0,0,0,0,0,1,1
438,Eumetopias jubatus,mammalia,carnivora,otariidae,2,0,25,250,120.5,1,1,1,1,360,1,730,0,0,1,0,0,0,0,0,1,0,0,1,0
439,Dipodomys ingens,mammalia,rodentia,heteromyidae,0,1,7,32.5,0.154,0,1,2,1,30,3.5,20,0,0,0,0,0,0,0,0,0,0,0,1,0
440,Microtus agrestis,mammalia,rodentia,cricetidae,1,0,18,114,0.0355,0,0,2,1,21,5,21,0,0,1,1,0,0,0,0,1,0,1,1,0
441,Dasyprocta leporina,mammalia,rodentia,dasyproctidae,1,0,17.5,56,4.5,1,0,0,0,112,2,140,0,0,0,0,0,0,0,0,0,0,0,0,1
442,Eulemur mongoz,mammalia,primates,lemuridae,0,1,22,380,2.5,1,1,2,0,128,1,135,1,0,0,0,0,0,0,0,0,0,0,0,1
443,Zalophus wollebaeki,mammalia,carnivora,otariidae,0,1,19.5,150,150,1,0,1,1,330,1,330,0,0,0,0,0,0,0,0,0,0,0,0,1
444,Lutra lutra,mammalia,carnivora,mustelidae,0,0,22,76,9.5,0,1,1,1,65,2.5,90,1,0,1,1,0,0,0,0,1,1,1,1,0
445,Castor canadensis,mammalia,rodentia,castoridae,1,0,15,82,21.5,1,1,2,0,90,4.5,52,0,0,1,1,0,0,0,0,1,1,1,1,0
446,Petaurus australis,mammalia,diprotodontia,petauridae,0,0,10,28.5,0.5725,1,1,2,0,32.53947368,1,630,0,0,0,0,1,0,0,0,0,0,0,1,1
447,Macaca sylvanus,mammalia,primates,cercopithecidae,0,1,30,525,13.5,1,0,0,1,164,1,360,1,0,0,1,0,0,0,0,0,1,0,1,0
448,Psammomys obesus,mammalia,rodentia,muridae,1,0,9,157.5,0.1665,0,0,2,1,24,4,21,1,0,1,0,0,0,0,0,0,1,0,1,0
449,Indri indri,mammalia,primates,indriidae,0,1,18.5,68,7.5,1,0,2,0,135,1.234848485,240,1,0,0,0,0,0,0,0,0,0,0,1,1
450,Nanger dama,mammalia,artiodactyla,bovidae,0,1,15.5,154,55,1,0,2,1,180,1,180,1,0,0,0,0,0,0,0,0,1,0,0,1
451,Orcinus orca,mammalia,artiodactyla,delphinidae,1,1,65,750,4500,1,0,1,1,495,1,730,1,1,1,1,1,0,0,0,1,0,1,1,1
452,Stenella frontalis,mammalia,artiodactyla,delphinidae,1,0,35,150,135,1,1,1,1,345,1,1095,1,0,0,1,0,0,0,0,0,0,0,1,1
453,Urocitellus richardsonii,mammalia,rodentia,sciuridae,1,0,3,30,0.325,1,0,0,1,22,10,60.89285714,0,0,0,0,0,0,0,0,1,0,0,1,0
454,Dendrolagus matschiei,mammalia,diprotodontia,macropodidae,0,1,17,66,9,0,1,2,1,42,1,350,0,0,0,0,1,0,0,0,0,0,0,0,1
455,Tapirus bairdii,mammalia,perissodactyla,tapiridae,0,1,32.21052632,150,275,0,1,2,0,395,1,547.5,0,0,0,0,0,0,0,0,0,0,0,0,1
456,Napaeozapus insignis,mammalia,rodentia,dipodidae,1,0,3,230.5,0.026,0,1,0,1,29,4.5,34,0,0,0,0,0,0,0,0,0,0,0,1,0
457,Callithrix jacchus,mammalia,primates,callitrichidae,1,0,13,108.5648855,0.246,1,0,2,1,146,2,90,0,0,0,0,0,0,0,0,0,1,0,0,1
458,Budorcas taxicolor,mammalia,artiodactyla,bovidae,0,1,18,190,300,1,0,2,1,240,1,365.5171233,0,0,1,0,0,0,0,0,1,0,0,1,0
459,Arctocephalus gazella,mammalia,carnivora,otariidae,0,0,20,150,117.5,0,0,1,1,345,1,117,1,1,0,0,1,0,0,0,1,0,0,1,0
460,Loxodonta cyclotis,mammalia,proboscidea,elephantidae,1,1,67.5,550,1500,1,1,2,1,630,1,2190,1,1,1,1,1,1,1,1,0,0,0,0,1
461,Macaca sinica,mammalia,primates,cercopithecidae,0,1,32.5,48.5,5,1,0,0,1,165,1,730,0,0,1,0,0,0,0,0,0,0,0,0,1
462,Tragelaphus sylvaticus,mammalia,artiodactyla,bovidae,1,0,15,297.2413793,62.5,0,1,2,1,210,1,365.5171233,1,0,0,0,0,0,0,0,0,1,0,0,1
463,Aplodontia rufa,mammalia,rodentia,aplodontiidae,1,0,8,40,0.7,0,1,2,1,49,2.5,60.89285714,0,0,0,0,0,0,0,0,1,0,0,1,0
464,Halichoerus grypus,mammalia,carnivora,phocidae,2,0,30,200,205,1,0,1,1,330,1,21,0,0,1,1,0,0,0,0,1,0,0,1,0
465,Rattus fuscipes,mammalia,rodentia,muridae,1,0,3,16.5,1.914814961,0,1,0,1,23,4.5,22.5,0,0,0,0,1,0,0,0,0,0,0,1,1
466,Lycalopex culpaeus,mammalia,carnivora,canidae,1,0,11,113.5,9,0,1,1,1,57.5,3.5,206.2866242,0,0,0,0,0,0,0,0,0,1,0,1,1
467,Otaria flavescens,mammalia,carnivora,otariidae,1,0,23,150,250,1,0,1,1,345,1,270,0,0,0,0,0,0,0,0,0,0,0,1,1
468,Cynomys ludovicianus,mammalia,rodentia,sciuridae,0,0,6.5,39.5,0.5,1,0,2,1,35.5,4.5,63,0,0,0,0,0,0,0,0,1,1,0,1,0
469,Aepyceros melampus,mammalia,artiodactyla,bovidae,1,0,15,140,58,1,0,2,1,197,1,135,1,0,0,0,0,0,0,0,0,1,0,1,1
470,Parantechinus apicalis,mammalia,dasyuromorphia,dasyuridae,0,1,2.5,13,0.07,0,0,1,1,48.5,8,105,0,0,0,0,1,0,0,0,0,0,0,1,0
471,Xerus inauris,mammalia,rodentia,sciuridae,1,0,11,450,0.536,1,0,0,1,45.5,2,52,1,0,0,0,0,0,0,0,0,0,0,0,1
472,Ovis aries,mammalia,artiodactyla,bovidae,1,0,15,150,102.5,1,0,2,1,150,1.5,365.5171233,1,1,1,1,1,1,1,1,1,1,0,1,1
473,Megaptera novaeangliae,mammalia,artiodactyla,balaenopteridae,2,0,77,1450,27500,1,0,1,1,330,1,365,1,1,1,1,1,0,0,0,1,0,0,1,1
474,Potamochoerus larvatus,mammalia,artiodactyla,suidae,1,0,20,297.2413793,102.5,1,1,0,1,120,3.5,180,1,0,0,0,0,0,0,0,0,0,0,0,1
475,Vombatus ursinus,mammalia,diprotodontia,vombatidae,1,0,17.5,900,27.5,0,1,2,1,25,1,570,0,0,0,0,1,0,0,0,0,0,0,1,0
476,Phacochoerus africanus,mammalia,artiodactyla,suidae,0,0,15,50,97.5,1,0,0,1,165,5,180,1,0,0,0,0,0,0,0,0,0,0,0,1
477,Sus barbatus,mammalia,artiodactyla,suidae,0,1,14.5,137,95.5,1,1,0,1,105,7.5,365,0,0,1,0,0,0,0,0,0,0,0,0,1
478,Thylogale stigmatica,mammalia,diprotodontia,macropodidae,0,0,9,46.5,4.5,0,0,2,1,29,1,231,0,0,1,0,1,0,0,0,0,0,0,1,1
479,Morelia viridis,reptilia,squamata,pythonidae,1,0,16,150,1.35,0,1,1,1,50,15.5,9.714285714,0,0,1,0,1,0,0,0,0,0,0,0,1
480,Petrogale xanthopus,mammalia,diprotodontia,macropodidae,1,0,15,126.2674419,10,1,1,2,1,31.5,1,202.5,0,0,0,0,1,0,0,0,0,1,0,0,0
481,Dendrolagus pulcherrimus,mammalia,diprotodontia,macropodidae,1,1,10,126.2674419,6.5,0,0,2,1,32.53947368,1.423913043,291.6222222,0,0,1,0,1,0,0,0,0,0,0,0,1
482,Lepus insularis,mammalia,lagomorpha,leporidae,1,0,3,57,1.715447368,0,1,2,1,42,3.5,27.16666667,0,0,0,0,0,0,0,0,0,1,0,0,0
483,Lepus capensis,mammalia,lagomorpha,leporidae,0,0,3,557.5,4.5,0,1,2,1,42,2,30,1,0,1,0,0,0,0,0,0,1,0,1,0
484,Cebus albifrons,mammalia,primates,cebidae,0,0,27.5,40,2.5,1,0,0,1,155,1,60,0,0,0,0,0,0,0,0,0,1,0,0,1
485,Macaca nigra,mammalia,primates,cercopithecidae,0,1,19,52,6.5,1,0,2,1,150,1,365,0,0,1,0,0,0,0,0,0,0,0,0,1
486,Glis glis,mammalia,rodentia,gliridae,1,0,12,16.5,0.135,0,1,2,1,25.5,4.5,30,0,0,1,1,0,0,0,0,0,0,0,1,0
487,Petaurus gracilis,mammalia,diprotodontia,petauridae,0,1,5.5,25.5,0.405,0,1,2,0,32.53947368,1.5,135,0,0,0,0,1,0,0,0,0,0,0,1,1
488,Balaenoptera physalus,mammalia,artiodactyla,balaenopteridae,1,1,85,1500,4000,1,0,1,0,330,1,210,1,1,1,1,1,0,0,0,1,0,1,1,1
489,Bubalus depressicornis,mammalia,artiodactyla,bovidae,0,1,25,180,225,0,0,2,1,285,1,365.5171233,0,0,1,0,0,0,0,0,0,0,0,0,1
490,Eulemur macaco,mammalia,primates,lemuridae,0,1,22.5,42,2,1,0,2,1,125,1.5,165,1,0,0,0,0,0,0,0,0,0,0,0,1
491,Petrogale concinna,mammalia,diprotodontia,macropodidae,0,1,17,337.5,1.4,0,1,2,1,30,1,175,0,0,0,0,1,0,0,0,0,0,0,0,1
492,Octodon degus,mammalia,rodentia,octodontidae,1,0,5.5,28,0.285,1,0,2,1,90,5,31.5,0,0,0,0,0,0,0,0,0,1,0,1,0
493,Propithecus verreauxi,mammalia,primates,indriidae,0,1,20.5,43.5,3,1,0,2,1,135.5,1,180,1,0,0,0,0,0,0,0,0,1,0,1,1
494,Ommatophoca rossii,mammalia,carnivora,phocidae,1,0,21,150,172.5,0,0,1,1,270,1,35,0,1,0,0,1,0,0,0,1,0,1,0,0
495,Tapirus pinchaque,mammalia,perissodactyla,tapiridae,0,1,28,100,198,1,0,2,1,390,1,365,0,0,0,0,0,0,0,0,0,0,0,1,0
496,Eupetaurus cinereus,mammalia,rodentia,sciuridae,1,1,9.5,52.5,1.914814961,0,1,2,1,44.67741935,4.658914729,60.89285714,0,0,1,0,0,0,0,0,0,1,0,1,0
497,Blastocerus dichotomus,mammalia,artiodactyla,cervidae,0,1,10,176.5,102.5,0,0,2,1,271,1.5,150,0,0,0,0,0,0,0,0,0,0,0,0,1
498,Helarctos malayanus,mammalia,carnivora,ursidae,0,1,30,135,53.5,0,1,0,1,134.5,1.5,730,0,0,1,0,0,0,0,0,0,0,0,0,1
499,Hylobates moloch,mammalia,primates,hylobatidae,0,1,35,54.5,6,1,0,2,0,225,1,2920,0,0,1,0,0,0,0,0,0,0,0,0,1
500,Genus Nomascus,mammalia,primates,hylobatidae,0,0,30,108.5648855,8.5,1,0,2,0,210,1,497.5637255,0,0,1,0,0,0,0,0,0,0,0,1,1
501,Eulemur coronatus,mammalia,primates,lemuridae,0,1,28,33.5,2,1,0,2,1,125,1.5,165,1,0,0,0,0,0,0,0,0,0,0,0,1
502,Erythrocebus patas,mammalia,primates,cercopithecidae,0,0,19.5,74,11.5,1,0,0,1,150,1,497.5637255,1,0,0,0,0,0,0,0,0,1,0,0,1
503,Pseudorca crassidens,mammalia,artiodactyla,delphinidae,1,0,60,550,1000,1,1,1,1,465,1,630,1,0,1,1,1,0,0,0,0,0,0,1,1
504,Tarsius spectrum,mammalia,primates,tarsiidae,0,1,13.5,11.5,0.116,1,1,0,0,180,1,80,0,0,1,0,0,0,0,0,0,0,0,0,1
505,Stenella attenuata,mammalia,artiodactyla,delphinidae,1,0,45,150,120,1,1,1,1,330,1,547.5,1,0,1,0,1,0,0,0,0,0,0,1,1
506,Varecia rubra,mammalia,primates,lemuridae,0,1,17.5,53,3,1,0,2,1,96.5,6,120,1,0,0,0,0,0,0,0,0,0,0,1,1
507,Sapajus apella,mammalia,primates,cebidae,0,0,35,44.5,2.5,1,0,0,1,155,1,270,0,0,0,0,0,0,0,0,0,0,0,0,1
508,Macropus parma,mammalia,diprotodontia,macropodidae,1,0,10.5,0,4,0,1,2,1,35,1,300,0,0,0,0,1,0,0,0,0,0,0,1,1
509,Propithecus diadema,mammalia,primates,indriidae,0,1,25,500,6,1,0,2,1,180,1.5,730,1,0,0,0,0,0,0,0,0,0,0,1,1
510,Bos javanicus,mammalia,artiodactyla,bovidae,0,1,21,250,650,1,1,2,1,270,1,365.5171233,0,0,1,0,0,0,0,0,0,0,0,0,1
511,Petauroides volans,mammalia,diprotodontia,pseudocheiridae,0,1,15,41,0.3005,0,1,2,1,32.53947368,1,270,0,0,0,0,1,0,0,0,0,0,0,1,0
512,Sigmodon hispidus,mammalia,rodentia,cricetidae,2,0,5.5,294.5,0.1625,0,1,2,1,27,6,21,0,0,0,0,0,0,0,0,0,0,0,1,0
513,Rusa timorensis,mammalia,artiodactyla,cervidae,0,1,17.5,163.5,117,1,1,2,1,240,1.5,210,0,0,1,0,0,0,0,0,0,0,0,0,1
514,Arctocephalus galapagoensis,mammalia,carnivora,otariidae,0,1,22,100,46,1,1,1,1,360,1,912.5,0,0,0,0,0,0,0,0,0,0,0,0,1
515,Macropus agilis,mammalia,diprotodontia,macropodidae,0,0,12.5,78.5,18,0,1,2,1,30,1,330,0,0,0,0,1,0,0,0,0,0,0,0,1
516,Lagenorhynchus obliquidens,mammalia,artiodactyla,delphinidae,1,0,40,200,175,1,1,1,1,345,1,365.5171233,0,0,1,0,0,0,0,0,1,0,0,1,0
517,Bettongia gaimardi,mammalia,diprotodontia,potoroidae,1,0,7.5,32,1.5,0,1,0,1,21,1,165,0,0,0,0,1,0,0,0,0,0,0,1,0
518,Lagenorhynchus acutus,mammalia,artiodactyla,delphinidae,1,0,24.5,200,215,1,0,1,1,300,1,540,0,0,1,1,0,0,0,0,1,0,0,1,0
519,Talpa europaea,mammalia,eulipotyphla,talpidae,1,0,4,13.5,0.1,0,1,0,0,31.5,4.5,31.5,0,0,1,1,0,0,0,0,0,0,0,1,0
520,Urocitellus brunneus,mammalia,rodentia,sciuridae,0,1,5,233.5,0.1995,1,0,2,1,51,4.5,60.89285714,0,0,0,0,0,0,0,0,1,0,0,1,0
521,Neotamias umbrinus,mammalia,rodentia,sciuridae,1,0,2,22,0.0625,0,0,0,1,30,4.5,45,0,0,0,0,0,0,0,0,1,0,0,1,0
522,Callorhinus ursinus,mammalia,carnivora,otariidae,0,1,26,150,163,0,1,1,1,357,1,120,0,0,1,0,0,0,0,0,0,0,0,0,0
523,Sotalia fluviatilis,mammalia,artiodactyla,delphinidae,1,1,35,150,37.5,1,0,1,1,315,1,365.5171233,0,0,0,0,0,0,0,0,0,0,0,0,1
524,Otospermophilus beecheyi,mammalia,rodentia,sciuridae,1,0,8,128.2635659,0.509,1,0,2,1,30,8,60.89285714,0,0,0,0,0,0,0,0,0,0,0,1,0
525,Microtus ochrogaster,mammalia,rodentia,cricetidae,1,0,2,152.5,0.05,1,0,2,0,21,3.5,17.5,0,0,0,0,0,0,0,0,1,1,0,1,0
526,Arctocephalus australis,mammalia,carnivora,otariidae,2,0,21,150,115,1,1,1,1,300,1,270,0,0,0,0,0,0,0,0,0,0,0,1,0
527,Phodopus roborovskii,mammalia,rodentia,cricetidae,1,0,3,4.5,0.0225,0,1,0,1,21,6,20,0,0,1,1,0,0,0,0,0,0,0,1,0
528,Marmota himalayana,mammalia,rodentia,sciuridae,1,0,15,572.5,6.5,1,0,2,0,30,6.5,60.89285714,0,0,1,0,0,0,0,0,0,0,0,1,0
529,Nasua nasua,mammalia,carnivora,procyonidae,0,0,10.5,99,4.5,1,0,0,1,77,3,206.2866242,0,0,0,0,0,0,0,0,0,0,0,0,1
530,Pygathrix nemaeus,mammalia,primates,cercopithecidae,0,1,25,57.5,9.5,1,0,2,1,177.5,1,497.5637255,0,0,1,0,0,0,0,0,0,0,0,0,1
531,Dendrolagus bennettianus,mammalia,diprotodontia,macropodidae,1,0,17.5,72.5,11,0,1,2,1,32.53947368,1,730,0,0,0,0,1,0,0,0,0,0,0,0,1
532,Genus Notoryctes,mammalia,notoryctemorphia,notoryctidae,1,0,1,15,0.05,0,0,0,1,102.9490322,1.5,196.8043256,0,0,0,0,1,0,0,0,0,1,0,0,0
533,Cercartetus nanus,mammalia,diprotodontia,burramyidae,0,0,6,8,0.029,0,1,2,1,30,4,62.5,0,0,0,0,1,0,0,0,0,0,0,1,0
534, Balaenoptera borealis,mammalia,artiodactyla,balaenopteridae,1,1,62.5,1500,22500,1,0,1,1,360,1,225,1,1,1,1,1,0,0,0,1,0,0,1,0
535,Urocyon littoralis,mammalia,carnivora,canidae,2,0,6,49,1.5,0,1,0,0,56.5,3,206.2866242,0,0,0,0,0,0,0,0,0,0,0,1,0
536,Colobus guereza,mammalia,primates,cercopithecidae,1,0,24.5,59,10,1,0,2,1,158,1,350,1,0,0,0,0,0,0,0,0,1,0,1,1
537,Isoodon auratus,mammalia,peramelemorphia,peramelidae,0,1,2.5,35,0.4575,0,1,0,1,12,2.5,56,0,0,0,0,1,0,0,0,0,0,0,0,1
538,Connochaetes gnou,mammalia,artiodactyla,bovidae,2,0,20,195,133.5,1,0,2,1,240,1,365,1,0,0,0,0,0,0,0,0,0,0,0,1
539,Martes gwatkinsii,mammalia,carnivora,mustelidae,1,1,16.03571429,60,2,1,0,0,1,122.66,3.127071823,206.2866242,0,0,1,0,0,0,0,0,0,0,0,0,1
540,Perodicticus potto,mammalia,primates,lorisidae,1,0,26,34.5,0.3005,0,1,2,1,199,1,180,1,0,0,0,0,0,0,0,0,0,0,0,1
541,Erignathus barbatus,mammalia,carnivora,phocidae,1,0,31,200,315,0,0,1,1,330,1,21,0,0,1,1,0,0,0,0,1,0,1,0,0
542,Pusa hispida,mammalia,carnivora,phocidae,1,0,27.5,100,80,0,0,1,1,270,1,42,0,0,1,1,0,0,0,0,1,0,1,0,0
543,Microcebus rufus,mammalia,primates,cheirogaleidae,0,1,10.5,12,0.0685,0,1,2,1,60,2,60,1,0,0,0,0,0,0,0,0,0,0,1,1
544,Tolypeutes matacus,mammalia,cingulata,chlamyphoridae,0,0,36,24.5,1,0,0,0,1,102.5,1,72,0,0,0,0,0,0,0,0,0,0,0,1,1
545,Kogia sima,mammalia,artiodactyla,kogiidae,1,0,22,200,202.5,1,0,1,1,300,1,365,1,0,1,1,1,0,0,0,1,0,0,1,1
546,Trichechus manatus,mammalia,sirenia,trichechidae,0,1,44,300,400,0,1,2,1,360,1,730,0,0,0,0,0,0,0,0,0,0,0,0,1
547,Muntiacus reevesi,mammalia,artiodactyla,cervidae,0,0,14,0,14,0,0,0,1,214.5,1.5,180,0,0,1,0,0,0,0,0,0,0,0,1,1
548,Catagonus wagneri,mammalia,artiodactyla,tayassuidae,0,1,9,106.5,36.5,1,0,0,1,150,2.5,365.5171233,0,0,0,0,0,0,0,0,0,1,0,1,1
549,Sminthopsis douglasi,mammalia,dasyuromorphia,dasyuridae,0,0,2.5,200,0.055,0,1,3,1,13,8,148.0454545,0,0,0,0,1,0,0,0,0,1,0,0,0
550,Xerospermophilus mohavensis,mammalia,rodentia,sciuridae,0,0,6,220,0.1075,0,0,2,1,30,6.5,32,0,0,0,0,0,0,0,0,0,1,0,0,0
551,Chaetophractus vellerosus,mammalia,cingulata,chlamyphoridae,1,0,16,342,0.129,0,1,0,1,67.5,2,55,0,0,0,0,0,0,0,0,0,1,0,1,1
552,Cynomys parvidens,mammalia,rodentia,sciuridae,0,1,8,33,0.178,1,0,2,1,29.5,4,38.5,0,0,0,0,0,0,0,0,0,1,0,1,0
553,Ovis dalli,mammalia,artiodactyla,bovidae,1,0,16,154,64,1,0,2,1,175,1,120,0,0,0,0,0,0,0,0,1,0,1,0,0
554,Vulpes rueppellii,mammalia,carnivora,canidae,1,0,9.5,70,3,1,1,0,0,52.5,2.5,120,1,0,1,0,0,0,0,0,0,1,0,0,1
555,Lycalopex griseus,mammalia,carnivora,canidae,1,0,16.03571429,87.5,3.5,0,1,0,0,60,3,206.2866242,0,0,0,0,0,0,0,0,0,0,0,1,1
556,Xerospermophilus spilosoma,mammalia,rodentia,sciuridae,1,0,2.5,219,0.1805,1,0,2,1,24,8,60.89285714,0,0,0,0,0,0,0,0,0,0,0,1,0
557,Cystophora cristata,mammalia,carnivora,phocidae,1,1,32.5,200,250,0,0,1,1,245,1,8.5,0,0,1,1,0,0,0,0,1,0,1,0,0
558,Elaphurus davidianus,mammalia,artiodactyla,cervidae,1,1,18,200,167.5,1,0,2,1,270,1,365.5171233,0,0,1,0,0,0,0,0,0,0,0,1,0
559,Choloepus hoffmanni,mammalia,pilosa,megalonychidae,1,0,27.5,63,5.5,0,1,2,1,366,1,225,0,0,0,0,0,0,0,0,0,0,0,0,1
560,Tamandua mexicana,mammalia,pilosa,myrmecophagidae,1,0,9,116,4,0,1,0,1,160,1,365,0,0,0,0,0,0,0,0,0,0,0,0,1
561,Cyclopes didactylus,mammalia,pilosa,cyclopedidae,1,0,2,40.5,0.2875,0,1,0,1,135,1,379.1666667,0,0,0,0,0,0,0,0,0,0,0,0,1
