,Scientific Name,Class,Order,Family,Trend,Status,Life Span (years),Length (cm),Weight (kg),Is Social,Is Nocturnal,Diet,Mating Behavior,Incubation Period (days),Baby Carrying,Independent Age (days),Africa,Antarctica,Asia,Europe,Oceania,South America,Central America,North America,Cold,Dry/Desert,Polar/Tundra,Temperate,Tropical
355,Phascogale tapoatafa,mammalia,dasyuromorphia,dasyuridae,0.0,0.0,2.0,21.5,0.2105,0,1,1.0,1.0,30.0,5.5,150.0,0,0,0,0,1,0,0,0,0,1,0,1,1
356,Prionailurus bengalensis iriomotensis,mammalia,carnivora,felidae,0.0,1.0,11.0,55.0,4.0,0,1,1.0,0.0,60.0,1.5,135.0,0,0,1,0,0,0,0,0,0,0,0,0,1
357,Cuniculus paca,mammalia,rodentia,cuniculidae,1.0,0.0,12.0,63.5,10.0,0,1,2.0,0.0,116.5,1.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,1
358,Papio papio,mammalia,primates,cercopithecidae,,0.0,40.0,825.5,19.5,1,0,0.0,1.0,184.0,1.0,210.0,1,0,0,0,0,0,0,0,0,1,0,0,1
359,Pagophilus groenlandicus,mammalia,carnivora,phocidae,2.0,0.0,35.0,150.0,165.0,0,1,1.0,1.0,330.0,1.0,41.0,0,0,1,1,0,0,0,0,1,0,1,0,0
360,Eidolon helvum,mammalia,chiroptera,pteropodidae,0.0,0.0,18.5,18.5,0.285,1,1,2.0,,120.0,1.0,120.0,1,0,1,0,0,0,0,0,0,1,0,1,1
361,Coendou prehensilis,mammalia,rodentia,erethizontidae,1.0,0.0,22.0,450.0,3.5,1,1,2.0,0.0,200.0,1.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,1
362,Diceros bicornis,mammalia,perissodactyla,rhinocerotidae,2.0,1.0,39.5,300.0,400.5,0,0,2.0,1.0,450.0,1.0,1460.0,1,0,0,0,0,0,0,0,0,1,0,1,1
363,Stenella longirostris,mammalia,artiodactyla,delphinidae,,,22.5,150.0,75.0,1,1,1.0,1.0,300.0,1.0,730.0,1,0,1,0,1,0,0,0,0,0,0,1,1
364,Pteropus vampyrus,mammalia,chiroptera,pteropodidae,0.0,0.0,22.5,29.5,0.5,1,1,2.0,1.0,165.0,,,0,0,1,0,0,0,0,0,0,0,0,0,1
365,Sorex araneus,mammalia,eulipotyphla,soricidae,1.0,0.0,16.5,68.5,0.0085,0,1,1.0,1.0,20.0,6.5,28.0,0,0,1,1,0,0,0,0,1,0,1,1,0
366,Equus grevyi,mammalia,perissodactyla,equidae,1.0,1.0,21.0,259.0,400.0,0,0,2.0,1.0,390.0,1.0,1095.0,1,0,0,0,0,0,0,0,0,1,0,0,1
367,Gazella dorcas,mammalia,artiodactyla,bovidae,0.0,1.0,15.0,50.0,17.5,1,1,2.0,1.0,180.0,1.0,,1,0,1,0,0,0,0,0,0,1,0,0,1
368,Zapus hudsonius,mammalia,rodentia,dipodidae,1.0,0.0,4.0,210.0,0.021,0,1,2.0,,18.0,5.5,30.5,0,0,0,0,0,0,0,0,1,1,1,1,0
369,Antilocapra americana,mammalia,artiodactyla,antilocapridae,1.0,0.0,11.0,100.0,49.5,0,1,2.0,1.0,250.0,,365.0,0,0,0,0,0,0,0,0,1,1,0,1,0
370,Eudorcas thomsonii,mammalia,artiodactyla,bovidae,0.0,0.0,15.0,100.0,25.0,1,0,2.0,1.0,180.0,1.0,195.0,1,0,0,0,0,0,0,0,0,1,0,1,1
371,Potorous tridactylus,mammalia,diprotodontia,potoroidae,0.0,0.0,8.5,36.0,0.5,0,1,0.0,1.0,38.0,1.0,165.0,0,0,0,0,1,0,0,0,0,0,0,1,1
372,Catopuma badia,mammalia,carnivora,felidae,0.0,1.0,13.5,58.0,3.5,0,1,1.0,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1
373,Rattus rattus,mammalia,rodentia,muridae,1.0,0.0,2.5,15.0,0.225,1,1,0.0,1.0,25.0,8.5,24.5,1,0,1,1,1,0,0,0,1,1,0,1,1
374,Mungos mungo,mammalia,carnivora,herpestidae,1.0,0.0,12.0,37.5,1.5,1,0,3.0,1.0,60.0,4.0,90.0,1,0,0,0,0,0,0,0,0,1,0,1,1
375,Theropithecus gelada,mammalia,primates,cercopithecidae,0.0,0.0,30.0,62.5,14.5,1,0,2.0,1.0,165.0,,,1,0,0,0,0,0,0,0,0,1,0,1,1
376,Castor fiber,mammalia,rodentia,castoridae,2.0,0.0,17.5,90.0,20.5,1,1,2.0,0.0,94.0,2.0,42.0,0,0,1,1,0,0,0,0,1,0,0,0,0
377,Cheirogaleus medius,mammalia,primates,cheirogaleidae,0.0,0.0,22.5,21.5,0.195,1,1,2.0,0.0,61.0,2.5,,1,0,0,0,0,0,0,0,0,1,0,1,1
378,Pardofelis marmorata,mammalia,carnivora,felidae,0.0,0.0,12.0,53.5,3.5,0,1,1.0,1.0,81.0,2.5,59.0,0,0,1,0,0,0,0,0,0,0,0,0,1
379,Cercopithecus roloway,mammalia,primates,cercopithecidae,0.0,1.0,25.0,47.5,5.5,1,0,0.0,,165.0,1.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
380,Chinchilla chinchilla,mammalia,rodentia,chinchillidae,0.0,1.0,14.0,30.5,0.652,1,1,2.0,0.0,128.0,1.5,42.0,0,0,0,0,0,0,0,0,0,1,1,1,0
381,Leontopithecus chrysopygus,mammalia,primates,callitrichidae,0.0,1.0,19.0,26.5,0.615,1,0,0.0,0.0,128.5,3.0,,0,0,0,0,0,0,0,0,0,0,0,1,1
382,Dromiciops gliroides,mammalia,microbiotheria,microbiotheriidae,0.0,0.0,26.0,10.5,0.029,0,1,3.0,0.0,24.5,2.5,150.0,0,0,0,0,0,0,0,0,1,0,0,1,0
383,Acrobates pygmaeus,mammalia,diprotodontia,acrobatidae,1.0,0.0,5.5,7.0,0.012,1,1,0.0,1.0,82.5,3.5,100.0,0,0,0,0,1,0,0,0,0,1,0,1,1
384,Stenella coeruleoalba,mammalia,artiodactyla,delphinidae,,0.0,57.5,200.0,155.0,1,0,1.0,1.0,375.0,1.0,480.0,1,0,1,1,1,0,0,0,1,0,0,1,1
385,Histriophoca fasciata,mammalia,carnivora,phocidae,,0.0,25.0,100.0,95.0,0,0,1.0,1.0,330.0,1.0,35.0,0,0,1,0,0,0,0,0,1,0,0,1,0
386,Gorilla beringei,mammalia,primates,hominidae,0.0,1.0,45.0,,147.5,1,0,2.0,1.0,240.0,1.0,1095.0,1,0,0,0,0,0,0,0,0,0,0,1,1
387,Dicerorhinus sumatrensis,mammalia,perissodactyla,rhinocerotidae,0.0,1.0,37.5,250.0,250.5,0,1,2.0,1.0,420.0,1.0,912.5,0,0,1,0,0,0,0,0,0,0,0,0,1
388,Melursus ursinus,mammalia,carnivora,ursidae,0.0,1.0,40.0,100.0,100.0,0,1,0.0,,210.0,1.5,900.0,0,0,1,0,0,0,0,0,0,0,0,0,1
389,Martes flavigula,mammalia,carnivora,mustelidae,0.0,0.0,16.0,609.5,3.0,1,0,0.0,,255.0,3.5,,0,0,1,0,0,0,0,0,0,0,0,1,1
390,Trachypithecus geei,mammalia,primates,cercopithecidae,0.0,1.0,,62.5,10.5,1,0,2.0,,180.0,1.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
391,Vormela peregusna,mammalia,carnivora,mustelidae,0.0,1.0,8.0,32.0,0.505,0,0,1.0,,285.0,6.0,64.5,0,0,1,1,0,0,0,0,0,0,0,1,0
392,Delphinapterus leucas,mammalia,artiodactyla,monodontidae,,0.0,40.0,400.0,350.5,1,0,1.0,1.0,420.0,1.0,547.5,0,0,1,1,0,0,0,0,1,0,1,0,0
393,Thylogale billardierii,mammalia,diprotodontia,macropodidae,1.0,0.0,5.5,100.0,8.0,0,1,2.0,1.0,30.0,1.0,240.0,0,0,0,0,1,0,0,0,0,0,0,1,0
394,Trichechus inunguis,mammalia,sirenia,trichechidae,0.0,1.0,21.0,300.0,450.0,1,1,2.0,1.0,1.0,1.0,540.0,0,0,0,0,0,0,0,0,0,0,0,0,1
395,Pteropus scapulatus,mammalia,chiroptera,pteropodidae,,0.0,22.5,250.0,0.45,1,1,2.0,1.0,150.0,1.0,135.0,0,0,0,0,1,0,0,0,0,1,0,1,1
396,Papio ursinus,mammalia,primates,cercopithecidae,1.0,0.0,40.0,82.5,28.5,1,0,0.0,1.0,180.0,1.0,300.0,1,0,0,0,0,0,0,0,0,1,0,1,1
397,Alouatta caraya,mammalia,primates,atelidae,0.0,0.0,17.5,46.5,7.0,1,0,2.0,1.0,187.0,1.0,360.0,0,0,0,0,0,0,0,0,0,0,0,1,1
398,Dactylopsila trivirgata,mammalia,diprotodontia,petauridae,0.0,0.0,7.0,263.0,0.4075,0,1,3.0,,,1.5,,0,0,1,0,1,0,0,0,0,0,0,0,1
399,Otospermophilus variegatus,mammalia,rodentia,sciuridae,1.0,0.0,2.5,53.0,0.725,1,0,0.0,1.0,30.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,1,0
400,Prolemur simus,mammalia,primates,lemuridae,0.0,1.0,17.0,42.5,2.0,1,0,2.0,1.0,145.5,1.0,240.0,1,0,0,0,0,0,0,0,0,0,0,1,1
401,Ateles geoffroyi,mammalia,primates,atelidae,0.0,1.0,33.0,46.5,7.5,1,0,2.0,,210.0,1.0,365.0,0,0,0,0,0,0,0,0,0,0,0,0,1
402,Lepilemur septentrionalis,mammalia,primates,lepilemuridae,0.0,1.0,11.5,28.0,0.75,1,0,2.0,1.0,135.0,1.0,365.0,1,0,0,0,0,0,0,0,0,0,0,0,1
403,Hypsiprymnodon moschatus,mammalia,diprotodontia,hypsiprymnodontidae,1.0,0.0,4.0,27.5,0.506,0,0,3.0,,19.0,2.0,147.0,0,0,0,0,1,0,0,0,0,0,0,0,1
404,Connochaetes taurinus,mammalia,artiodactyla,bovidae,1.0,0.0,22.0,205.0,275.0,1,0,2.0,1.0,240.0,1.0,270.0,1,0,0,0,0,0,0,0,0,1,0,1,1
405,Alouatta palliata,mammalia,primates,atelidae,,0.0,22.5,578.0,6.0,1,0,2.0,1.0,180.0,1.0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,1
406,Hystrix indica,mammalia,rodentia,hystricidae,1.0,0.0,20.0,80.0,14.5,0,1,2.0,0.0,240.0,3.0,112.0,0,0,1,0,0,0,0,0,0,1,0,1,1
407,Bos frontalis,mammalia,artiodactyla,bovidae,,,,,,1,0,2.0,,280.0,1.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
408,Cebuella pygmaea,mammalia,primates,callitrichidae,0.0,0.0,14.5,13.5,0.1125,1,0,0.0,0.0,120.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,1
409,Phoca vitulina,mammalia,carnivora,phocidae,,0.0,27.5,100.0,111.5,0,0,1.0,1.0,300.0,,35.0,0,0,1,1,0,0,0,0,1,0,0,1,0
410,Gazella bennettii,mammalia,artiodactyla,bovidae,0.0,0.0,13.5,35.0,24.0,0,1,2.0,,150.0,1.0,210.0,0,0,1,0,0,0,0,0,0,1,0,0,1
411,Macaca radiata,mammalia,primates,cercopithecidae,0.0,0.0,27.5,45.0,6.0,1,0,0.0,1.0,168.0,1.0,365.0,0,0,1,0,0,0,0,0,0,1,0,0,1
412,Orcaella heinsohni,mammalia,artiodactyla,delphinidae,,0.0,24.0,200.0,123.5,1,0,1.0,0.0,420.0,1.0,730.0,0,0,0,0,1,0,0,0,0,0,0,0,1
413,Microcebus murinus,mammalia,primates,cheirogaleidae,0.0,0.0,9.0,13.0,0.055,1,1,3.0,1.0,60.0,2.0,60.0,1,0,0,0,0,0,0,0,0,1,0,0,1
414,Lobodon carcinophaga,mammalia,carnivora,phocidae,,0.0,40.0,200.0,220.0,1,1,1.0,0.0,,1.0,24.5,1,1,0,0,1,0,0,0,1,0,1,0,0
415,Varecia variegata,mammalia,primates,lemuridae,0.0,1.0,25.5,110.0,3.5,1,0,2.0,0.0,96.0,2.5,180.0,1,0,0,0,0,0,0,0,0,0,0,1,1
416,Propithecus candidus,mammalia,primates,indriidae,0.0,1.0,23.0,51.0,5.5,1,0,2.0,1.0,180.0,1.0,,1,0,0,0,0,0,0,0,0,0,0,1,1
417,Chlorocebus pygerythrus,mammalia,primates,cercopithecidae,1.0,0.0,18.0,450.0,5.5,1,0,0.0,1.0,165.0,1.0,365.0,1,0,0,0,0,0,0,0,0,1,0,1,1
418,Reithrodontomys raviventris,mammalia,rodentia,cricetidae,0.0,1.0,15.0,15.0,0.015,0,1,2.0,,22.5,4.0,24.0,0,0,0,0,0,0,0,0,0,0,0,1,0
419,Ochotona princeps,mammalia,lagomorpha,ochotonidae,0.0,0.0,5.0,189.0,0.1485,1,0,2.0,0.0,30.0,4.0,30.0,0,0,0,0,0,0,0,0,1,1,1,1,0
420,Bos grunniens,mammalia,artiodactyla,bovidae,,,25.0,,405.0,1,0,2.0,1.0,263.5,1.0,365.0,0,0,1,0,0,0,0,0,1,0,0,1,0
421,Arctocephalus pusillus,mammalia,carnivora,otariidae,2.0,0.0,20.0,175.0,205.0,1,0,1.0,1.0,360.0,1.0,360.0,1,0,0,0,1,0,0,0,0,0,0,1,0
422,Lepus europaeus,mammalia,lagomorpha,leporidae,0.0,0.0,12.0,67.5,4.0,0,1,2.0,1.0,41.5,4.5,28.0,0,0,1,1,0,0,0,0,0,0,0,1,0
423,Lagenorhynchus obscurus,mammalia,artiodactyla,delphinidae,,,21.5,150.0,77.5,1,1,1.0,1.0,330.0,1.0,1095.0,1,1,0,0,1,0,0,0,1,0,0,1,0
424,Blarina brevicauda,mammalia,eulipotyphla,soricidae,1.0,0.0,2.0,124.0,0.0225,0,1,1.0,,22.5,7.0,25.0,0,0,0,0,0,0,0,0,0,0,0,1,0
425,Dasypus novemcinctus,mammalia,cingulata,dasypodidae,1.0,0.0,7.5,48.0,4.0,0,1,0.0,1.0,120.0,4.0,60.0,0,0,0,0,0,0,0,0,0,1,0,1,1
426,Tarsius pumilus,mammalia,primates,tarsiidae,,,16.0,100.0,0.057,1,1,3.0,,178.0,1.0,42.0,0,0,1,0,0,0,0,0,0,0,0,1,1
427,Genus Mirounga,mammalia,carnivora,phocidae,,0.0,22.0,450.0,2500.0,1,0,1.0,1.0,,1.0,23.5,1,1,1,0,1,0,0,0,1,0,1,1,0
428,Cercopithecus neglectus,mammalia,primates,cercopithecidae,,0.0,26.0,51.5,5.5,1,0,0.0,1.0,165.0,1.0,365.0,1,0,0,0,0,0,0,0,0,0,0,1,1
429,Vulpes corsac,mammalia,carnivora,canidae,,0.0,11.0,55.0,2.0,1,1,1.0,0.0,56.0,4.0,,0,0,1,0,0,0,0,0,0,0,0,1,0
430,Pithecia pithecia,mammalia,primates,pitheciidae,,0.0,25.5,35.5,1.5,1,0,2.0,0.0,158.0,1.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,Phocoena phocoena,mammalia,artiodactyla,phocoenidae,,0.0,20.0,100.0,68.5,1,0,1.0,1.0,315.0,1.0,570.0,1,0,1,1,0,0,0,0,1,0,0,0,0
432,Pan troglodytes,mammalia,primates,hominidae,0.0,1.0,55.0,78.5,46.0,1,0,0.0,1.0,240.0,1.0,1825.0,1,0,0,0,0,0,0,0,0,0,0,0,1
433,Tamandua tetradactyla,mammalia,pilosa,myrmecophagidae,,0.0,12.5,61.0,4.5,0,1,3.0,,140.0,1.0,365.0,0,0,0,0,0,0,0,0,0,1,0,1,1
434,Cercartetus concinnus,mammalia,diprotodontia,burramyidae,1.0,0.0,2.0,6.0,0.0145,0,1,0.0,1.0,25.0,5.0,50.0,0,0,0,0,1,0,0,0,0,1,0,1,0
435,Zalophus californianus,mammalia,carnivora,otariidae,2.0,0.0,23.5,150.0,225.0,1,0,1.0,1.0,330.0,1.0,330.0,0,0,0,0,0,0,0,0,0,0,0,1,0
436,Perameles nasuta,mammalia,peramelemorphia,peramelidae,,0.0,5.0,51.0,0.8015,0,1,0.0,1.0,12.5,3.0,60.0,0,0,0,0,1,0,0,0,0,1,0,1,0
437,Cercopithecus mitis,mammalia,primates,cercopithecidae,0.0,0.0,25.0,57.5,5.0,1,0,2.0,1.0,150.0,1.0,180.0,1,0,0,0,0,0,0,0,0,1,0,1,1
438,Sciurus lis,mammalia,rodentia,sciuridae,1.0,0.0,13.0,190.0,0.28,0,0,2.0,,39.5,4.0,62.0,0,0,1,0,0,0,0,0,0,0,0,1,0
439,Hydrictis maculicollis,mammalia,carnivora,mustelidae,0.0,0.0,20.0,66.5,4.5,0,1,1.0,1.0,60.0,2.5,98.0,1,0,0,0,0,0,0,0,0,0,0,1,1
440,Eumetopias jubatus,mammalia,carnivora,otariidae,2.0,0.0,25.0,250.0,120.5,1,1,1.0,1.0,360.0,1.0,730.0,0,0,1,0,0,0,0,0,1,0,0,1,0
441,Dipodomys ingens,mammalia,rodentia,heteromyidae,0.0,1.0,7.0,32.5,0.154,0,1,2.0,1.0,30.0,3.5,20.0,0,0,0,0,0,0,0,0,0,0,0,1,0
442,Microtus agrestis,mammalia,rodentia,cricetidae,1.0,0.0,18.0,114.0,0.0355,0,0,2.0,,21.0,5.0,21.0,0,0,1,1,0,0,0,0,1,0,1,1,0
443,Dasyprocta leporina,mammalia,rodentia,dasyproctidae,1.0,0.0,17.5,56.0,4.5,1,0,0.0,0.0,112.0,2.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,1
444,Eulemur mongoz,mammalia,primates,lemuridae,0.0,1.0,22.0,380.0,2.5,1,1,2.0,0.0,128.0,1.0,135.0,1,0,0,0,0,0,0,0,0,0,0,0,1
445,Zalophus wollebaeki,mammalia,carnivora,otariidae,0.0,1.0,19.5,150.0,150.0,1,0,1.0,,330.0,1.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,1
446,Lutra lutra,mammalia,carnivora,mustelidae,0.0,0.0,22.0,76.0,9.5,0,1,1.0,,65.0,2.5,90.0,1,0,1,1,0,0,0,0,1,1,1,1,0
447,Castor canadensis,mammalia,rodentia,castoridae,1.0,0.0,15.0,82.0,21.5,1,1,2.0,0.0,90.0,4.5,52.0,0,0,1,1,0,0,0,0,1,1,1,1,0
448,Petaurus australis,mammalia,diprotodontia,petauridae,0.0,0.0,10.0,28.5,0.5725,1,1,2.0,0.0,,1.0,630.0,0,0,0,0,1,0,0,0,0,0,0,1,1
449,Macaca sylvanus,mammalia,primates,cercopithecidae,0.0,1.0,30.0,525.0,13.5,1,0,0.0,1.0,164.0,1.0,360.0,1,0,0,1,0,0,0,0,0,1,0,1,0
450,Psammomys obesus,mammalia,rodentia,muridae,1.0,0.0,9.0,157.5,0.1665,0,0,2.0,,24.0,4.0,21.0,1,0,1,0,0,0,0,0,0,1,0,1,0
451,Indri indri,mammalia,primates,indriidae,0.0,1.0,18.5,68.0,7.5,1,0,2.0,0.0,135.0,,240.0,1,0,0,0,0,0,0,0,0,0,0,1,1
452,Nanger dama,mammalia,artiodactyla,bovidae,0.0,1.0,15.5,154.0,55.0,1,0,2.0,1.0,180.0,1.0,180.0,1,0,0,0,0,0,0,0,0,1,0,0,1
453,Orcinus orca,mammalia,artiodactyla,delphinidae,,,65.0,750.0,4500.0,1,0,1.0,1.0,495.0,1.0,730.0,1,1,1,1,1,0,0,0,1,0,1,1,1
454,Stenella frontalis,mammalia,artiodactyla,delphinidae,,,35.0,150.0,135.0,1,1,1.0,1.0,345.0,1.0,1095.0,1,0,0,1,0,0,0,0,0,0,0,1,1
455,Urocitellus richardsonii,mammalia,rodentia,sciuridae,1.0,0.0,3.0,30.0,0.325,1,0,0.0,1.0,22.0,10.0,,0,0,0,0,0,0,0,0,1,0,0,1,0
456,Dendrolagus matschiei,mammalia,diprotodontia,macropodidae,0.0,1.0,17.0,66.0,9.0,0,1,2.0,1.0,42.0,1.0,350.0,0,0,0,0,1,0,0,0,0,0,0,0,1
457,Tapirus bairdii,mammalia,perissodactyla,tapiridae,0.0,1.0,,150.0,275.0,0,1,2.0,0.0,395.0,1.0,547.5,0,0,0,0,0,0,0,0,0,0,0,0,1
458,Napaeozapus insignis,mammalia,rodentia,dipodidae,1.0,0.0,3.0,230.5,0.026,0,1,0.0,,29.0,4.5,34.0,0,0,0,0,0,0,0,0,0,0,0,1,0
459,Callithrix jacchus,mammalia,primates,callitrichidae,1.0,0.0,13.0,,0.246,1,0,2.0,1.0,146.0,2.0,90.0,0,0,0,0,0,0,0,0,0,1,0,0,1
460,Budorcas taxicolor,mammalia,artiodactyla,bovidae,0.0,1.0,18.0,190.0,300.0,1,0,2.0,,240.0,1.0,,0,0,1,0,0,0,0,0,1,0,0,1,0
461,Arctocephalus gazella,mammalia,carnivora,otariidae,0.0,0.0,20.0,150.0,117.5,0,0,1.0,1.0,345.0,1.0,117.0,1,1,0,0,1,0,0,0,1,0,0,1,0
462,Loxodonta cyclotis,mammalia,proboscidea,elephantidae,,,67.5,,1500.0,1,1,2.0,1.0,630.0,1.0,2190.0,1,1,1,1,1,1,1,1,0,0,0,0,1
463,Macaca sinica,mammalia,primates,cercopithecidae,0.0,1.0,32.5,48.5,5.0,1,0,0.0,1.0,165.0,1.0,730.0,0,0,1,0,0,0,0,0,0,0,0,0,1
464,Tragelaphus sylvaticus,mammalia,artiodactyla,bovidae,1.0,0.0,15.0,,62.5,0,1,2.0,,210.0,1.0,,1,0,0,0,0,0,0,0,0,1,0,0,1
465,Aplodontia rufa,mammalia,rodentia,aplodontiidae,1.0,0.0,8.0,40.0,0.7,0,1,2.0,,49.0,2.5,,0,0,0,0,0,0,0,0,1,0,0,1,0
466,Halichoerus grypus,mammalia,carnivora,phocidae,2.0,0.0,30.0,200.0,205.0,1,0,1.0,1.0,330.0,1.0,21.0,0,0,1,1,0,0,0,0,1,0,0,1,0
467,Rattus fuscipes,mammalia,rodentia,muridae,1.0,0.0,3.0,16.5,,0,1,0.0,,23.0,4.5,22.5,0,0,0,0,1,0,0,0,0,0,0,1,1
468,Lycalopex culpaeus,mammalia,carnivora,canidae,1.0,0.0,11.0,113.5,9.0,0,1,1.0,,57.5,3.5,,0,0,0,0,0,0,0,0,0,1,0,1,1
469,Otaria flavescens,mammalia,carnivora,otariidae,1.0,0.0,23.0,150.0,250.0,1,0,1.0,1.0,345.0,1.0,270.0,0,0,0,0,0,0,0,0,0,0,0,1,1
470,Cynomys ludovicianus,mammalia,rodentia,sciuridae,0.0,0.0,6.5,39.5,0.5,1,0,2.0,1.0,35.5,4.5,63.0,0,0,0,0,0,0,0,0,1,1,0,1,0
471,Aepyceros melampus,mammalia,artiodactyla,bovidae,1.0,0.0,15.0,140.0,58.0,1,0,2.0,1.0,197.0,1.0,135.0,1,0,0,0,0,0,0,0,0,1,0,1,1
472,Parantechinus apicalis,mammalia,dasyuromorphia,dasyuridae,0.0,1.0,2.5,13.0,0.07,0,0,1.0,1.0,48.5,8.0,105.0,0,0,0,0,1,0,0,0,0,0,0,1,0
473,Xerus inauris,mammalia,rodentia,sciuridae,1.0,0.0,11.0,450.0,0.536,1,0,0.0,1.0,45.5,2.0,52.0,1,0,0,0,0,0,0,0,0,0,0,0,1
474,Ovis aries,mammalia,artiodactyla,bovidae,,,15.0,150.0,102.5,1,0,2.0,1.0,150.0,1.5,,1,1,1,1,1,1,1,1,1,1,0,1,1
475,Megaptera novaeangliae,mammalia,artiodactyla,balaenopteridae,2.0,0.0,77.0,1450.0,27500.0,1,0,1.0,1.0,330.0,1.0,365.0,1,1,1,1,1,0,0,0,1,0,0,1,1
476,Potamochoerus larvatus,mammalia,artiodactyla,suidae,1.0,0.0,20.0,,102.5,1,1,0.0,1.0,120.0,3.5,180.0,1,0,0,0,0,0,0,0,0,0,0,0,1
477,Vombatus ursinus,mammalia,diprotodontia,vombatidae,1.0,0.0,17.5,900.0,27.5,0,1,2.0,1.0,25.0,1.0,570.0,0,0,0,0,1,0,0,0,0,0,0,1,0
478,Phacochoerus africanus,mammalia,artiodactyla,suidae,0.0,0.0,15.0,50.0,97.5,1,0,0.0,1.0,165.0,5.0,180.0,1,0,0,0,0,0,0,0,0,0,0,0,1
479,Sus barbatus,mammalia,artiodactyla,suidae,0.0,1.0,14.5,137.0,95.5,1,1,0.0,,105.0,7.5,365.0,0,0,1,0,0,0,0,0,0,0,0,0,1
480,Thylogale stigmatica,mammalia,diprotodontia,macropodidae,0.0,0.0,9.0,46.5,4.5,0,0,2.0,1.0,29.0,1.0,231.0,0,0,1,0,1,0,0,0,0,0,0,1,1
481,Morelia viridis,reptilia,squamata,pythonidae,1.0,0.0,16.0,150.0,1.35,0,1,1.0,,50.0,15.5,,0,0,1,0,1,0,0,0,0,0,0,0,1
482,Petrogale xanthopus,mammalia,diprotodontia,macropodidae,,0.0,15.0,,10.0,1,1,2.0,1.0,31.5,1.0,202.5,0,0,0,0,1,0,0,0,0,1,0,0,0
483,Dendrolagus pulcherrimus,mammalia,diprotodontia,macropodidae,1.0,1.0,10.0,,6.5,0,0,2.0,,,,,0,0,1,0,1,0,0,0,0,0,0,0,1
484,Lepus insularis,mammalia,lagomorpha,leporidae,,0.0,3.0,57.0,,0,1,2.0,1.0,42.0,3.5,,0,0,0,0,0,0,0,0,0,1,0,0,0
485,Lepus capensis,mammalia,lagomorpha,leporidae,0.0,0.0,3.0,557.5,4.5,0,1,2.0,,42.0,2.0,30.0,1,0,1,0,0,0,0,0,0,1,0,1,0
486,Cebus albifrons,mammalia,primates,cebidae,0.0,0.0,27.5,40.0,2.5,1,0,0.0,1.0,155.0,1.0,60.0,0,0,0,0,0,0,0,0,0,1,0,0,1
487,Macaca nigra,mammalia,primates,cercopithecidae,0.0,1.0,19.0,52.0,6.5,1,0,2.0,1.0,150.0,1.0,365.0,0,0,1,0,0,0,0,0,0,0,0,0,1
488,Glis glis,mammalia,rodentia,gliridae,,0.0,12.0,16.5,0.135,0,1,2.0,1.0,25.5,4.5,30.0,0,0,1,1,0,0,0,0,0,0,0,1,0
489,Petaurus gracilis,mammalia,diprotodontia,petauridae,0.0,1.0,5.5,25.5,0.405,0,1,2.0,0.0,,1.5,135.0,0,0,0,0,1,0,0,0,0,0,0,1,1
490,Balaenoptera physalus,mammalia,artiodactyla,balaenopteridae,,1.0,85.0,1500.0,4000.0,1,0,1.0,0.0,330.0,1.0,210.0,1,1,1,1,1,0,0,0,1,0,1,1,1
491,Bubalus depressicornis,mammalia,artiodactyla,bovidae,0.0,1.0,25.0,180.0,225.0,0,0,2.0,,285.0,1.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
492,Eulemur macaco,mammalia,primates,lemuridae,0.0,1.0,22.5,42.0,2.0,1,0,2.0,1.0,125.0,1.5,165.0,1,0,0,0,0,0,0,0,0,0,0,0,1
493,Petrogale concinna,mammalia,diprotodontia,macropodidae,0.0,1.0,17.0,337.5,1.4,0,1,2.0,,30.0,1.0,175.0,0,0,0,0,1,0,0,0,0,0,0,0,1
494,Octodon degus,mammalia,rodentia,octodontidae,,0.0,5.5,28.0,0.285,1,0,2.0,1.0,90.0,5.0,31.5,0,0,0,0,0,0,0,0,0,1,0,1,0
495,Propithecus verreauxi,mammalia,primates,indriidae,0.0,1.0,20.5,43.5,3.0,1,0,2.0,1.0,135.5,1.0,180.0,1,0,0,0,0,0,0,0,0,1,0,1,1
496,Ommatophoca rossii,mammalia,carnivora,phocidae,,0.0,21.0,150.0,172.5,0,0,1.0,,270.0,1.0,35.0,0,1,0,0,1,0,0,0,1,0,1,0,0
497,Tapirus pinchaque,mammalia,perissodactyla,tapiridae,0.0,1.0,28.0,100.0,198.0,1,0,2.0,1.0,390.0,1.0,365.0,0,0,0,0,0,0,0,0,0,0,0,1,0
498,Eupetaurus cinereus,mammalia,rodentia,sciuridae,,1.0,9.5,52.5,,0,1,2.0,,,,,0,0,1,0,0,0,0,0,0,1,0,1,0
